iter	RMSE
1501	0.05224067344
1502	0.05222431523
1503	0.05220870445
1504	0.0521967532
1505	0.05217843683
1506	0.05215782373
1507	0.05213994214
1508	0.05210676862
1509	0.05207125079
1510	0.05205533874
1511	0.05202958305
1512	0.05199863123
1513	0.05197473006
1514	0.05192942116
1515	0.05191171665
1516	0.05189345165
1517	0.05186556049
1518	0.05183242704
1519	0.05179932935
1520	0.05175367501
1521	0.05172545714
1522	0.05170395895
1523	0.05170145037
1524	0.05166234309
1525	0.05163124944
1526	0.05160892456
1527	0.05157498773
1528	0.05153330087
1529	0.05151157604
1530	0.05147592746
1531	0.05142652124
1532	0.05141091987
1533	0.05140961048
1534	0.05138478354
1535	0.05138148993
1536	0.05134362576
1537	0.05132619697
1538	0.05127919203
1539	0.05124812394
1540	0.05123093939
1541	0.05120754698
1542	0.05119986386
1543	0.05116237066
1544	0.05111458775
1545	0.05109412372
1546	0.05108867168
1547	0.0510795225
1548	0.05105296974
1549	0.05103306065
1550	0.05102574088
1551	0.05098703708
1552	0.05095350683
1553	0.05092735377
1554	0.05090140065
1555	0.05088632956
1556	0.05085393035
1557	0.05084470231
1558	0.05082493091
1559	0.0507900907
1560	0.05075795234
1561	0.05071856115
1562	0.0507030904
1563	0.05068862779
1564	0.05063683998
1565	0.05061155241
1566	0.05057074258
1567	0.0505228912
1568	0.05051270884
1569	0.05048141258
1570	0.05042340906
1571	0.05037755057
1572	0.05033544761
1573	0.05033314387
1574	0.050294866
1575	0.05029007225
1576	0.05025704554
1577	0.05025427598
1578	0.0502300572
1579	0.05020513738
1580	0.05017241469
1581	0.05010876935
1582	0.05008324403
1583	0.05004877379
1584	0.05002196854
1585	0.04998077678
1586	0.04995897199
1587	0.04993778849
1588	0.04993327351
1589	0.04992840159
1590	0.04991299125
1591	0.04989422059
1592	0.04986447468
1593	0.04985662773
1594	0.04984897414
1595	0.04981806973
1596	0.04978762399
1597	0.04977385391
1598	0.04976466311
1599	0.04974161725
1600	0.04971917287
1601	0.04969660833
1602	0.04968551891
1603	0.04965033416
1604	0.04961054574
1605	0.04959318382
1606	0.04957880844
1607	0.0495573153
1608	0.04953832141
1609	0.04950742688
1610	0.04948853079
1611	0.049458483
1612	0.04942523699
1613	0.04936379283
1614	0.04933706483
1615	0.04930897278
1616	0.04927372725
1617	0.04925607378
1618	0.04923109229
1619	0.04919445812
1620	0.04917211272
1621	0.04914186745
1622	0.04909173996
1623	0.04906924746
1624	0.04903490013
1625	0.04903087392
1626	0.04899233521
1627	0.04897696499
1628	0.0489373156
1629	0.04893085256
1630	0.04891729942
1631	0.0488684908
1632	0.04882239708
1633	0.04879618151
1634	0.04877401454
1635	0.04875247004
1636	0.04872396333
1637	0.04869473591
1638	0.04867408636
1639	0.0486523178
1640	0.0486340055
1641	0.04861690666
1642	0.04860605109
1643	0.04860036036
1644	0.04859412272
1645	0.04856929316
1646	0.04855195928
1647	0.04854619394
1648	0.04850895193
1649	0.04850690661
1650	0.04849396449
1651	0.04846704496
1652	0.04845893693
1653	0.04842923872
1654	0.04841003328
1655	0.04839780763
1656	0.04834627955
1657	0.04833384649
1658	0.04829795428
1659	0.04829453616
1660	0.04827853813
1661	0.04824592101
1662	0.04819985055
1663	0.0481751441
1664	0.0481741437
1665	0.04815340414
1666	0.04815089493
1667	0.04812723579
1668	0.04810139403
1669	0.04808942877
1670	0.04806770073
1671	0.04804611667
1672	0.04802977081
1673	0.04802900995
1674	0.04802847011
1675	0.0480087488
1676	0.04796235322
1677	0.047941969
1678	0.04791754822
1679	0.04788290975
1680	0.04784248451
1681	0.04782371063
1682	0.04780930626
1683	0.04779470534
1684	0.04774543984
1685	0.04772900091
1686	0.04770165925
1687	0.04767472974
1688	0.04764076713
1689	0.04760082492
1690	0.04759865049
1691	0.047568198
1692	0.04755469713
1693	0.04753644151
1694	0.0474962281
1695	0.04749527243
1696	0.04748103731
1697	0.04745356982
1698	0.04742126487
1699	0.04740009169
1700	0.04739165907
1701	0.04736309267
1702	0.04734154265
1703	0.04733532497
1704	0.04729627608
1705	0.04726474839
1706	0.04724460514
1707	0.04723465741
1708	0.04723182795
1709	0.04723085092
1710	0.04720448635
1711	0.04717989818
1712	0.04714754247
1713	0.04711845864
1714	0.04710539565
1715	0.0470833616
1716	0.0470740047
1717	0.04704852794
1718	0.04704724219
1719	0.04703535199
1720	0.04701111571
1721	0.0470101855
1722	0.04699925015
1723	0.04695268761
1724	0.04690261858
1725	0.04687667434
1726	0.0468380696
1727	0.04682321827
1728	0.04678619409
1729	0.04675785795
1730	0.046729486
1731	0.04668814081
1732	0.04666652497
1733	0.04663533175
1734	0.04660707318
1735	0.04659168261
1736	0.0465761878
1737	0.0465542964
1738	0.04653406117
1739	0.04653050237
1740	0.04647895954
1741	0.04642667213
1742	0.04639353934
1743	0.04637522263
1744	0.04633570518
1745	0.04631308604
1746	0.04630279126
1747	0.04629173466
1748	0.04627878757
1749	0.04622314926
1750	0.04622152404
1751	0.0461806884
1752	0.04614639952
1753	0.04612641612
1754	0.04612495001
1755	0.04612259631
1756	0.04612122792
1757	0.04611493547
1758	0.04607691502
1759	0.04606997543
1760	0.04606915146
1761	0.04606314657
1762	0.04603729781
1763	0.04600094249
1764	0.0459732504
1765	0.04595582076
1766	0.0459294231
1767	0.04589219208
1768	0.04584639844
1769	0.04582142715
1770	0.04579314359
1771	0.04578733035
1772	0.04577011176
1773	0.04575712128
1774	0.04573283022
1775	0.04573243437
1776	0.04572799925
1777	0.04572661391
1778	0.04569850232
1779	0.04568850782
1780	0.04566629355
1781	0.04565248051
1782	0.04562065168
1783	0.04557966874
1784	0.04557477013
1785	0.04554090639
1786	0.04551896465
1787	0.04547198641
1788	0.04546251134
1789	0.04544473302
1790	0.04543261164
1791	0.04541628316
1792	0.04540771428
1793	0.0453714267
1794	0.04535602838
1795	0.04531181049
1796	0.04527796501
1797	0.04527176866
1798	0.04527060411
1799	0.04523190356
1800	0.04522414134
1801	0.04522308145
1802	0.04521434602
1803	0.0452122388
1804	0.04518305077
1805	0.04516012505
1806	0.04515348735
1807	0.04514797268
1808	0.04511816609
1809	0.04507715229
1810	0.04504255008
1811	0.04501519325
1812	0.04498474905
1813	0.04495173728
1814	0.04490570915
1815	0.0448595199
1816	0.0448531195
1817	0.04481990553
1818	0.04480101581
1819	0.04479762653
1820	0.04478306187
1821	0.04477039945
1822	0.04474531777
1823	0.04471093774
1824	0.04468071724
1825	0.04466434636
1826	0.04465699534
1827	0.04462907199
1828	0.04462818621
1829	0.0446250426
1830	0.04459910236
1831	0.04456267895
1832	0.0445496875
1833	0.04450200051
1834	0.04449381457
1835	0.04448762921
1836	0.04447102091
1837	0.04446093174
1838	0.04442891246
1839	0.04441293067
1840	0.04439923348
1841	0.04437858302
1842	0.04437231586
1843	0.04434858565
1844	0.04433495962
1845	0.04430215039
1846	0.04426016514
1847	0.04423438335
1848	0.04421817523
1849	0.04421728321
1850	0.04420264121
1851	0.04419961101
1852	0.04416434487
1853	0.044148498
1854	0.04412991833
1855	0.04410092663
1856	0.04406906191
1857	0.04403042218
1858	0.04402180339
1859	0.04399620228
1860	0.04399509196
1861	0.04397841707
1862	0.04395579144
1863	0.04393683157
1864	0.04392516601
1865	0.0438896333
1866	0.04386695531
1867	0.04386155345
1868	0.04385407518
1869	0.04383765307
1870	0.04379717205
1871	0.04377249699
1872	0.04376523833
1873	0.04375256075
1874	0.04372897478
1875	0.04372252398
1876	0.04369389369
1877	0.04368760139
1878	0.04366652188
1879	0.04364229199
1880	0.04364167946
1881	0.04361056828
1882	0.04358936395
1883	0.04355147089
1884	0.04353027743
1885	0.043510618
1886	0.04349358066
1887	0.04348827792
1888	0.04347927566
1889	0.0434544457
1890	0.04343376953
1891	0.04341913381
1892	0.04341225527
1893	0.04340446457
1894	0.04336880215
1895	0.04333222912
1896	0.04330911992
1897	0.04330631991
1898	0.04329738355
1899	0.04327879938
1900	0.0432610871
1901	0.04322326056
1902	0.04318985614
1903	0.04317031814
1904	0.04316096851
1905	0.04315232745
1906	0.04313235891
1907	0.04312658625
1908	0.04308326625
1909	0.0430785178
1910	0.0430364837
1911	0.04303511711
1912	0.04299069477
1913	0.04297428721
1914	0.04294918759
1915	0.04292544949
1916	0.04292419462
1917	0.04291393212
1918	0.04291200182
1919	0.04288824672
1920	0.04287807593
1921	0.04287705017
1922	0.04285998817
1923	0.04284441532
1924	0.04281948004
1925	0.04278018862
1926	0.04276261443
1927	0.04275521333
1928	0.04273874822
1929	0.04273608635
1930	0.04272115983
1931	0.04271173149
1932	0.04269234165
1933	0.04269076079
1934	0.04268722494
1935	0.04266391062
1936	0.04265164007
1937	0.04263129485
1938	0.04260542406
1939	0.04259442341
1940	0.04259074058
1941	0.04258884852
1942	0.04257062585
1943	0.04256427391
1944	0.04256296574
1945	0.0425184669
1946	0.04250960713
1947	0.04248112431
1948	0.0424800749
1949	0.04244819177
1950	0.04241687898
1951	0.0423815472
1952	0.04237200932
1953	0.0423368562
1954	0.04231397338
1955	0.0423095274
1956	0.0423073237
1957	0.04230137161
1958	0.04225499438
1959	0.04222290239
1960	0.04219924863
1961	0.04219277977
1962	0.04217850421
1963	0.04212985393
1964	0.04208340417
1965	0.04208250616
1966	0.04207686169
1967	0.04206332574
1968	0.04205721062
1969	0.04205122396
1970	0.04203619729
1971	0.04202398067
1972	0.04202190484
1973	0.04199667784
1974	0.04196179896
1975	0.04192026989
1976	0.04190916593
1977	0.04189911707
1978	0.0418886671
1979	0.04184066002
1980	0.04182284184
1981	0.04179033514
1982	0.04178184316
1983	0.04177224631
1984	0.04173642134
1985	0.04172926624
1986	0.04170992417
1987	0.04169970382
1988	0.04165825828
1989	0.04163407841
1990	0.04163137122
1991	0.04159823466
1992	0.0415927125
1993	0.04156403868
1994	0.04153792495
1995	0.04151459381
1996	0.04150602066
1997	0.04148509432
1998	0.04147999993
1999	0.04145644382
2000	0.04141489419
2001	0.04139440057
2002	0.04138221183
2003	0.04138155186
2004	0.04134831566
2005	0.04132046976
2006	0.04130910222
2007	0.04130772042
2008	0.04129095869
2009	0.04125824763
2010	0.04123179284
2011	0.04118828688
2012	0.04117855986
2013	0.04117009956
2014	0.04114665575
2015	0.04112686393
2016	0.04111656568
2017	0.04107520692
2018	0.04106476957
2019	0.04103301298
2020	0.04099603015
2021	0.04098399544
2022	0.04095527405
2023	0.04094539928
2024	0.04094378339
2025	0.04093923698
2026	0.04093526776
2027	0.0409190945
2028	0.04091658964
2029	0.04090522444
2030	0.04086363612
2031	0.04082305718
2032	0.04079371558
2033	0.0407911019
2034	0.04075539517
2035	0.04075341786
2036	0.04074725798
2037	0.04073257483
2038	0.04072584537
2039	0.04072385981
2040	0.04071631616
2041	0.04069779837
2042	0.04069484973
2043	0.04069432252
2044	0.04066636601
2045	0.04064780517
2046	0.04060937609
2047	0.04060363134
2048	0.04057710583
2049	0.04057131103
2050	0.04056756424
2051	0.04056644463
2052	0.04055100923
2053	0.04054158485
2054	0.04053983491
2055	0.04051544359
2056	0.04049460539
2057	0.04048789153
2058	0.04048444471
2059	0.04047440732
2060	0.04044255927
2061	0.04043674936
2062	0.04041969936
2063	0.04039851999
2064	0.04037033519
2065	0.04035488504
2066	0.04030280908
2067	0.04028636722
2068	0.04026936968
2069	0.04025015489
2070	0.04024954644
2071	0.04023857967
2072	0.04022107364
2073	0.04022051329
2074	0.04017350521
2075	0.0401676233
2076	0.0401406471
2077	0.04011448636
2078	0.04010053505
2079	0.04008409576
2080	0.04006627234
2081	0.04005585019
2082	0.04002996352
2083	0.0400236648
2084	0.04000971417
2085	0.03999590633
2086	0.03997068927
2087	0.03996155889
2088	0.03992793073
2089	0.03989053298
2090	0.03988250364
2091	0.0398700119
2092	0.03986703429
2093	0.0398630146
2094	0.03985545228
2095	0.03983185492
2096	0.03979607136
2097	0.03977218986
2098	0.0397516609
2099	0.03974949189
2100	0.03973468014
2101	0.03972097429
2102	0.03971741039
2103	0.03971531013
2104	0.03971439111
2105	0.03967477734
2106	0.03965405387
2107	0.03965182219
2108	0.03964958484
2109	0.03963079961
2110	0.03962842997
2111	0.03961490216
2112	0.03959485547
2113	0.03957860749
2114	0.03956730873
2115	0.03956485938
2116	0.03954525217
2117	0.03952130077
2118	0.03951052504
2119	0.03948408286
2120	0.03947513753
2121	0.03946858494
2122	0.0394359321
2123	0.03941595204
2124	0.03939605841
2125	0.03937193114
2126	0.03935555254
2127	0.03933573515
2128	0.03931287044
2129	0.039312111
2130	0.03930862216
2131	0.03929512208
2132	0.03928421652
2133	0.03926269382
2134	0.03924656176
2135	0.03921549572
2136	0.03920607707
2137	0.03919034349
2138	0.03916017344
2139	0.0391288098
2140	0.03909530375
2141	0.03907869357
2142	0.03907552455
2143	0.03905363162
2144	0.03902491198
2145	0.03900550963
2146	0.03898032274
2147	0.03896652816
2148	0.03896093801
2149	0.03894187603
2150	0.03893515791
2151	0.0389019489
2152	0.03888639111
2153	0.03886666472
2154	0.03885847391
2155	0.03884955496
2156	0.03882745156
2157	0.03881660371
2158	0.03880099587
2159	0.03879148823
2160	0.03878336572
2161	0.03876430272
2162	0.03873379788
2163	0.03871528858
2164	0.03870461428
2165	0.03869585004
2166	0.03868665742
2167	0.03868148139
2168	0.03865919551
2169	0.0386495674
2170	0.03862010477
2171	0.03860195462
2172	0.03858492718
2173	0.03856258792
2174	0.03856145357
2175	0.0385326946
2176	0.03852269508
2177	0.03852089587
2178	0.03850524067
2179	0.03849436158
2180	0.03848909992
2181	0.03847743538
2182	0.03845514608
2183	0.03845409234
2184	0.03845192294
2185	0.03845149612
2186	0.03844913459
2187	0.03844517058
2188	0.03843052426
2189	0.03840679776
2190	0.03838506444
2191	0.03837949508
2192	0.03836655639
2193	0.03835419154
2194	0.03832446609
2195	0.03831754724
2196	0.03829661145
2197	0.03828236991
2198	0.03825833419
2199	0.03823998686
2200	0.03822121796
2201	0.03820643041
2202	0.03818774687
2203	0.03814548033
2204	0.03814458867
2205	0.03812183318
2206	0.03811793765
2207	0.03809746458
2208	0.038077121
2209	0.03805751842
2210	0.03805321735
2211	0.03803784132
2212	0.03802400627
2213	0.03800585258
2214	0.03800379769
2215	0.03799627823
2216	0.03799604723
2217	0.03799428503
2218	0.03798178845
2219	0.0379571989
2220	0.03793671694
2221	0.03791892792
2222	0.03789827459
2223	0.03787784002
2224	0.03785856217
2225	0.03783369908
2226	0.03781636221
2227	0.03779008143
2228	0.037777899
2229	0.03775625968
2230	0.03775436965
2231	0.03772527536
2232	0.03772325655
2233	0.0376984249
2234	0.03768185606
2235	0.03766484203
2236	0.03766067615
2237	0.03761840886
2238	0.0376034415
2239	0.03758588068
2240	0.03757318865
2241	0.03753817281
2242	0.0375197904
2243	0.03751088498
2244	0.03747946783
2245	0.03747838524
2246	0.03744575441
2247	0.03741140035
2248	0.0374038605
2249	0.03737481628
2250	0.03737037234
2251	0.03735559209
2252	0.03735437086
2253	0.03734555746
2254	0.03732004745
2255	0.0373033526
2256	0.0372925721
2257	0.03726380145
2258	0.03725077413
2259	0.0372392877
2260	0.03722089974
2261	0.03718953873
2262	0.03718580749
2263	0.03716648344
2264	0.0371505164
2265	0.0371363405
2266	0.0371047377
2267	0.0370796269
2268	0.03706021698
2269	0.03704347034
2270	0.03699717488
2271	0.03699435196
2272	0.03698586474
2273	0.03696647451
2274	0.036947304
2275	0.03693516814
2276	0.03692275449
2277	0.0369215779
2278	0.03692026702
2279	0.03690455842
2280	0.03689005602
2281	0.03687245491
2282	0.03685395044
2283	0.03685316737
2284	0.03683685246
2285	0.03683135026
2286	0.03680259085
2287	0.03677858135
2288	0.03673586932
2289	0.03673553545
2290	0.03670281356
2291	0.03667540371
2292	0.0366678743
2293	0.03666213659
2294	0.03664401174
2295	0.03662375121
2296	0.03659898049
2297	0.03657946881
2298	0.03656152237
2299	0.03653787654
2300	0.03652527605
2301	0.03649540914
2302	0.03648205699
2303	0.03645294329
2304	0.03644677305
2305	0.03642497841
2306	0.03642426601
2307	0.03640459018
2308	0.03638652075
2309	0.03637483325
2310	0.03635345569
2311	0.03635293262
2312	0.03635185807
2313	0.03635050085
2314	0.03634273615
2315	0.03633572368
2316	0.03631753471
2317	0.03629606763
2318	0.03627714185
2319	0.0362523107
2320	0.03623344431
2321	0.03622474919
2322	0.03619728771
2323	0.03619124158
2324	0.03619044748
2325	0.03616703638
2326	0.03616667314
2327	0.036136962
2328	0.03612590544
2329	0.03611911788
2330	0.03610792352
2331	0.03609813619
2332	0.03609595362
2333	0.03608032354
2334	0.03606446098
2335	0.03604787447
2336	0.03603311701
2337	0.03602573494
2338	0.03600958378
2339	0.03600131914
2340	0.03598758706
2341	0.0359734269
2342	0.03597268398
2343	0.03596189085
2344	0.03594445078
2345	0.03591545732
2346	0.03590485019
2347	0.03589442929
2348	0.03589023785
2349	0.03588979091
2350	0.03588484347
2351	0.03587409234
2352	0.03587011662
2353	0.03584208186
2354	0.03583070784
2355	0.03582973058
2356	0.0358239218
2357	0.03581107865
2358	0.03579657112
2359	0.03578571264
2360	0.03577567275
2361	0.03576210882
2362	0.03574877353
2363	0.03573209794
2364	0.03571287839
2365	0.03569817555
2366	0.03567799695
2367	0.03566860405
2368	0.0356678738
2369	0.03565103974
2370	0.03564901372
2371	0.03563984318
2372	0.03562963015
2373	0.03562065106
2374	0.03559973338
2375	0.03557814144
2376	0.03556055665
2377	0.03554755618
2378	0.03552660459
2379	0.03551357441
2380	0.03550258656
2381	0.03550135803
2382	0.03550069846
2383	0.03547653437
2384	0.03547557005
2385	0.03546011032
2386	0.03545534384
2387	0.03544816639
2388	0.03543351392
2389	0.03542273128
2390	0.0354164829
2391	0.03538824148
2392	0.03535345612
2393	0.03534540498
2394	0.03533843305
2395	0.03532368833
2396	0.03530380847
2397	0.0352992489
2398	0.03528651922
2399	0.03527661096
2400	0.03526445816
2401	0.03525708848
2402	0.03525100195
2403	0.0352486653
2404	0.03522689495
2405	0.03521881984
2406	0.03519261552
2407	0.03518113188
2408	0.03518005698
2409	0.03516436576
2410	0.03516370652
2411	0.03515969477
2412	0.03513596572
2413	0.03513406105
2414	0.03511257974
2415	0.03511139801
2416	0.03510448373
2417	0.03507442963
2418	0.03505710394
2419	0.03505281848
2420	0.03503167042
2421	0.03501479647
2422	0.03500093228
2423	0.03499266881
2424	0.03498299042
2425	0.03496739056
2426	0.03495442112
2427	0.03495179428
2428	0.03494667579
2429	0.03493360159
2430	0.03493252373
2431	0.0349006711
2432	0.03487924885
2433	0.03484416358
2434	0.03483148007
2435	0.03480940763
2436	0.03477557672
2437	0.0347660574
2438	0.03476101714
2439	0.0347382349
2440	0.03472747648
2441	0.03470517422
2442	0.03468441816
2443	0.03466499827
2444	0.0346608085
2445	0.03464595357
2446	0.03463524595
2447	0.03462770305
2448	0.03460809864
2449	0.03459353638
2450	0.03459220532
2451	0.03457764377
2452	0.03455050243
2453	0.03452116855
2454	0.03452069257
2455	0.03451520935
2456	0.03450273002
2457	0.03449841785
2458	0.03448310737
2459	0.03448243153
2460	0.03447110524
2461	0.03447082177
2462	0.03445864609
2463	0.03445837828
2464	0.03445679594
2465	0.03444880907
2466	0.03443854957
2467	0.03443367426
2468	0.03441395316
2469	0.03439350104
2470	0.03437051148
2471	0.03435731709
2472	0.03433286438
2473	0.03429770075
2474	0.03427196516
2475	0.03425605932
2476	0.03423637313
2477	0.03423094584
2478	0.03420485873
2479	0.03418958117
2480	0.03416832288
2481	0.0341676475
2482	0.03415376589
2483	0.03415182763
2484	0.03415046542
2485	0.03412150254
2486	0.03410082403
2487	0.03408198341
2488	0.03406998448
2489	0.03406679445
2490	0.03405894822
2491	0.03405850686
2492	0.03404053379
2493	0.03402906002
2494	0.03400643671
2495	0.03399774384
2496	0.03397055594
2497	0.03396961144
2498	0.03396605155
2499	0.0339530002
2500	0.03394077563
2501	0.03392764931
2502	0.03391275581
2503	0.03390475515
2504	0.03389883133
2505	0.03387619741
2506	0.03386442364
2507	0.03386350719
2508	0.03384602396
2509	0.03383282827
2510	0.03381639299
2511	0.03379078876
2512	0.03378136441
2513	0.03377691908
2514	0.0337412493
2515	0.03372406833
2516	0.03371640826
2517	0.03371630035
2518	0.03369832042
2519	0.03368249071
2520	0.03367167746
2521	0.03364643752
2522	0.03364256591
2523	0.0336219409
2524	0.03361304142
2525	0.03361150514
2526	0.03360527106
2527	0.03357514638
2528	0.03357401238
2529	0.03354406283
2530	0.0335363463
2531	0.03351927772
2532	0.03351202159
2533	0.03350539202
2534	0.03349724661
2535	0.03349589552
2536	0.03348723851
2537	0.03347371812
2538	0.03346241868
2539	0.03345813107
2540	0.03345460305
2541	0.03343832736
2542	0.03343240238
2543	0.03343144118
2544	0.03343128502
2545	0.03340030198
2546	0.03339510784
2547	0.03338215507
2548	0.03338189848
2549	0.03336301803
2550	0.0333590594
2551	0.03334115822
2552	0.03333685264
2553	0.03333439985
2554	0.03333302596
2555	0.03333218611
2556	0.03332012945
2557	0.03330987537
2558	0.03330157454
2559	0.03330125962
2560	0.03328906622
2561	0.03327517476
2562	0.03327156639
2563	0.03323989425
2564	0.03323203262
2565	0.03323119678
2566	0.03321416958
2567	0.03319987719
2568	0.03319805408
2569	0.03319621982
2570	0.0331848256
2571	0.03318414258
2572	0.03316585006
2573	0.03314949445
2574	0.03312974782
2575	0.03312546778
2576	0.03311344133
2577	0.03311148481
2578	0.03310226
2579	0.03309545462
2580	0.03306843136
2581	0.03305220318
2582	0.03304456942
2583	0.03303288338
2584	0.03302376593
2585	0.03299980508
2586	0.03299776767
2587	0.03299501005
2588	0.0329936287
2589	0.03297141488
2590	0.03296198394
2591	0.03293954448
2592	0.03293904769
2593	0.03293484364
2594	0.03293071026
2595	0.03292005246
2596	0.0329032149
2597	0.03290289394
2598	0.0328871752
2599	0.0328829604
2600	0.0328769973
2601	0.03286737327
2602	0.03286179958
2603	0.0328584453
2604	0.03285780842
2605	0.03285372284
2606	0.03285174368
2607	0.03283222002
2608	0.03281767641
2609	0.03281528324
2610	0.0328099295
2611	0.03280722059
2612	0.03278931469
2613	0.03278884048
2614	0.03278784348
2615	0.03277579113
2616	0.0327620406
2617	0.03274599746
2618	0.03273497163
2619	0.03270809343
2620	0.03269471043
2621	0.03269449427
2622	0.03269216306
2623	0.03269127145
2624	0.03267646084
2625	0.03265507045
2626	0.0326422125
2627	0.03263354791
2628	0.03262113467
2629	0.03260591729
2630	0.03260524098
2631	0.0325775273
2632	0.03256621119
2633	0.0325624401
2634	0.03255314738
2635	0.03254958371
2636	0.03254704614
2637	0.03253578602
2638	0.032532832
2639	0.03253253521
2640	0.03253115417
2641	0.03252263733
2642	0.03251746571
2643	0.03250186782
2644	0.03248797944
2645	0.03248341562
2646	0.03248042766
2647	0.0324731758
2648	0.03247284476
2649	0.03245666479
2650	0.03245292691
2651	0.03245003602
2652	0.03243712309
2653	0.03243099433
2654	0.03241470977
2655	0.03241217173
2656	0.03239462935
2657	0.03239435292
2658	0.03239296534
2659	0.03238479
2660	0.03238171718
2661	0.03235856298
2662	0.03233978305
2663	0.03230140586
2664	0.03227837898
2665	0.03227763305
2666	0.03226263322
2667	0.03225079143
2668	0.03224020883
2669	0.03221030476
2670	0.03219316416
2671	0.03218822894
2672	0.03216300907
2673	0.03215437673
2674	0.03214108865
2675	0.03213786859
2676	0.03212954579
2677	0.03211376829
2678	0.03210302345
2679	0.03210189327
2680	0.03208513301
2681	0.03207629233
2682	0.03206922605
2683	0.03205675378
2684	0.03203856173
2685	0.03203809429
2686	0.03203374744
2687	0.03202513634
2688	0.03202349933
2689	0.03201402572
2690	0.03199709681
2691	0.0319895024
2692	0.03198460674
2693	0.03196516817
2694	0.03195640411
2695	0.03191296945
2696	0.03190715159
2697	0.03189078496
2698	0.03185930484
2699	0.03183887626
2700	0.03183224896
2701	0.03180726044
2702	0.03179759644
2703	0.03178300143
2704	0.0317623225
2705	0.0317620929
2706	0.0317616093
2707	0.03173659397
2708	0.03171656993
2709	0.03171314229
2710	0.03170819213
2711	0.03169377352
2712	0.03168828033
2713	0.0316865631
2714	0.03167104015
2715	0.03166690415
2716	0.03165869582
2717	0.03165231162
2718	0.03165199092
2719	0.03164507169
2720	0.03164416877
2721	0.0316359954
2722	0.03162165946
2723	0.03161158051
2724	0.03160732671
2725	0.03159477204
2726	0.03158451387
2727	0.03156834272
2728	0.03156395877
2729	0.03155461503
2730	0.03154637742
2731	0.0315320645
2732	0.0315270345
2733	0.03151880445
2734	0.03151812026
2735	0.03150811145
2736	0.03150194279
2737	0.03148893332
2738	0.03148124225
2739	0.03147734929
2740	0.03146373477
2741	0.03144322656
2742	0.03143691466
2743	0.03142762281
2744	0.03140128642
2745	0.03137832192
2746	0.03136241751
2747	0.03135734783
2748	0.03133064038
2749	0.03132686045
2750	0.03130655244
2751	0.03129691387
2752	0.03128963185
2753	0.0312828155
2754	0.03127831456
2755	0.03127773131
2756	0.03127039977
2757	0.03127020914
2758	0.03126380604
2759	0.03125404318
2760	0.03123702979
2761	0.0312156373
2762	0.03121535833
2763	0.03119229505
2764	0.03117221374
2765	0.03116628372
2766	0.03114868248
2767	0.03113534483
2768	0.03112475012
2769	0.03111014004
2770	0.0310991354
2771	0.03109877517
2772	0.03109267801
2773	0.03109227333
2774	0.03107159243
2775	0.03106705071
2776	0.03105598701
2777	0.0310405676
2778	0.03103363616
2779	0.03101864426
2780	0.03101534359
2781	0.03100960719
2782	0.03099332921
2783	0.03097281476
2784	0.03097012322
2785	0.03096711399
2786	0.03096178911
2787	0.03095261868
2788	0.03094505423
2789	0.03094010407
2790	0.03093487144
2791	0.03091982822
2792	0.03090915995
2793	0.0309083359
2794	0.03089433201
2795	0.03088640163
2796	0.03088022049
2797	0.03087231659
2798	0.03086441735
2799	0.0308472078
2800	0.03084262577
2801	0.03081637946
2802	0.03080531858
2803	0.03079525906
2804	0.03079503155
2805	0.03079130815
2806	0.03078762126
2807	0.0307797571
2808	0.0307680028
2809	0.03073697833
2810	0.03072371104
2811	0.0307017031
2812	0.03068491014
2813	0.03066823117
2814	0.03065692019
2815	0.03063813871
2816	0.03062301487
2817	0.03062277616
2818	0.03061147492
2819	0.0305998513
2820	0.03059669604
2821	0.03058741608
2822	0.0305814392
2823	0.03057741125
2824	0.03056812166
2825	0.03055482002
2826	0.03054681639
2827	0.03054272288
2828	0.03050689535
2829	0.03048835885
2830	0.03047905973
2831	0.03047551902
2832	0.03046031024
2833	0.03045011458
2834	0.03044072171
2835	0.03042677799
2836	0.03042654381
2837	0.03041541562
2838	0.0304016176
2839	0.03039068983
2840	0.03038474671
2841	0.03037603197
2842	0.03035456769
2843	0.03034139194
2844	0.03034035878
2845	0.03033641318
2846	0.03032778315
2847	0.03030981412
2848	0.03028804589
2849	0.030278202
2850	0.03025406513
2851	0.03024103598
2852	0.03022848333
2853	0.03021992269
2854	0.03020856123
2855	0.03020294806
2856	0.03019406965
2857	0.03018829927
2858	0.03017763019
2859	0.0301591787
2860	0.03015866341
2861	0.03014636764
2862	0.03014606415
2863	0.03014050909
2864	0.03013363563
2865	0.03012497396
2866	0.03011826374
2867	0.0301016815
2868	0.03008955192
2869	0.03008752754
2870	0.03008100696
2871	0.03008051073
2872	0.03007282675
2873	0.03007214974
2874	0.03005981417
2875	0.03005241679
2876	0.03005062784
2877	0.03003887603
2878	0.03002657812
2879	0.03001940611
2880	0.02999646045
2881	0.0299874078
2882	0.029986489
2883	0.02998048772
2884	0.02996775394
2885	0.02995201676
2886	0.02994566839
2887	0.02992304646
2888	0.02991805997
2889	0.02990386278
2890	0.02990373448
2891	0.02990115121
2892	0.02988824506
2893	0.02987920586
2894	0.02986558864
2895	0.02985025905
2896	0.02984607158
2897	0.02983424655
2898	0.02982905143
2899	0.0298056028
2900	0.02979687572
