iter	Passed	Remaining
1666	43610	34872
1667	43636	34846
1668	43660	34818
1669	43684	34790
1670	43708	34762
1671	43732	34735
1672	43763	34712
1673	43792	34688
1674	43819	34662
1675	43844	34635
1676	43883	34620
1677	43909	34593
1678	43951	34580
1679	43976	34552
1680	44000	34524
1681	44026	34498
1682	44049	34469
1683	44071	34440
1684	44094	34411
1685	44117	34383
1686	44142	34355
1687	44165	34327
1688	44188	34299
1689	44212	34270
1690	44237	34243
1691	44261	34216
1692	44285	34188
1693	44310	34161
1694	44334	34133
1695	44359	34106
1696	44383	34078
1697	44406	34050
1698	44433	34024
1699	44456	33996
1700	44480	33968
1701	44504	33940
1702	44528	33912
1703	44551	33884
1704	44577	33857
1705	44600	33829
1706	44626	33802
1707	44650	33775
1708	44677	33749
1709	44702	33723
1710	44729	33697
1711	44755	33671
1712	44782	33645
1713	44808	33619
1714	44835	33593
1715	44860	33567
1716	44886	33540
1717	44912	33514
1718	44937	33487
1719	44963	33461
1720	44991	33436
1721	45020	33412
1722	45050	33389
1723	45076	33362
1724	45102	33336
1725	45128	33310
1726	45154	33284
1727	45179	33257
1728	45203	33229
1729	45228	33202
1730	45254	33176
1731	45279	33149
1732	45303	33121
1733	45328	33094
1734	45361	33073
1735	45391	33049
1736	45419	33025
1737	45447	33000
1738	45475	32975
1739	45502	32949
1740	45527	32922
1741	45552	32896
1742	45578	32870
1743	45604	32843
1744	45629	32816
1745	45660	32793
1746	45686	32767
1747	45711	32740
1748	45735	32712
1749	45759	32685
1750	45783	32657
1751	45806	32629
1752	45832	32603
1753	45857	32576
1754	45881	32548
1755	45908	32522
1756	45933	32496
1757	45959	32469
1758	45984	32442
1759	46008	32415
1760	46032	32387
1761	46057	32360
1762	46082	32333
1763	46104	32304
1764	46127	32276
1765	46150	32247
1766	46174	32220
1767	46197	32191
1768	46220	32163
1769	46244	32136
1770	46269	32109
1771	46293	32081
1772	46317	32054
1773	46342	32027
1774	46368	32001
1775	46396	31976
1776	46423	31950
1777	46450	31924
1778	46476	31899
1779	46502	31872
1780	46529	31846
1781	46556	31821
1782	46581	31794
1783	46606	31767
1784	46632	31741
1785	46656	31714
1786	46683	31688
1787	46709	31662
1788	46734	31635
1789	46760	31608
1790	46785	31581
1791	46809	31554
1792	46834	31527
1793	46859	31500
1794	46885	31474
1795	46908	31446
1796	46931	31418
1797	46956	31391
1798	46981	31364
1799	47006	31337
1800	47031	31310
1801	47054	31282
1802	47079	31256
1803	47104	31229
1804	47128	31201
1805	47154	31175
1806	47186	31153
1807	47219	31131
1808	47245	31105
1809	47268	31077
1810	47293	31050
1811	47315	31021
1812	47338	30993
1813	47362	30965
1814	47388	30939
1815	47416	30914
1816	47453	30895
1817	47495	30880
1818	47538	30864
1819	47583	30850
1820	47631	30839
1821	47659	30813
1822	47686	30788
1823	47711	30761
1824	47737	30734
1825	47762	30708
1826	47791	30683
1827	47819	30658
1828	47847	30633
1829	47873	30607
1830	47898	30580
1831	47925	30554
1832	47953	30530
1833	47993	30512
1834	48022	30488
1835	48046	30460
1836	48070	30433
1837	48095	30406
1838	48118	30378
1839	48143	30351
1840	48169	30324
1841	48193	30297
1842	48216	30269
1843	48240	30241
1844	48263	30213
1845	48287	30186
1846	48309	30157
1847	48331	30128
1848	48356	30102
1849	48381	30074
1850	48407	30048
1851	48433	30022
1852	48459	29996
1853	48486	29970
1854	48514	29945
1855	48541	29920
1856	48570	29895
1857	48595	29868
1858	48623	29843
1859	48651	29818
1860	48679	29793
1861	48704	29766
1862	48730	29740
1863	48758	29715
1864	48783	29688
1865	48810	29663
1866	48838	29637
1867	48864	29611
1868	48894	29588
1869	48922	29562
1870	48949	29536
1871	48976	29511
1872	49003	29485
1873	49031	29460
1874	49059	29435
1875	49084	29408
1876	49110	29382
1877	49134	29355
1878	49160	29329
1879	49185	29301
1880	49209	29274
1881	49234	29247
1882	49261	29222
1883	49286	29195
1884	49310	29167
1885	49335	29141
1886	49360	29114
1887	49385	29087
1888	49414	29062
1889	49440	29036
1890	49468	29011
1891	49493	28984
1892	49518	28957
1893	49544	28931
1894	49568	28903
1895	49592	28876
1896	49615	28848
1897	49640	28821
1898	49676	28801
1899	49704	28776
1900	49732	28751
1901	49758	28724
1902	49783	28698
1903	49808	28671
1904	49836	28646
1905	49861	28619
1906	49889	28594
1907	49918	28569
1908	49945	28544
1909	49974	28519
1910	50016	28502
1911	50047	28478
1912	50072	28452
1913	50096	28424
1914	50120	28397
1915	50145	28370
1916	50173	28345
1917	50200	28319
1918	50227	28293
1919	50250	28266
1920	50284	28244
1921	50352	28241
1922	50388	28220
1923	50425	28200
1924	50455	28176
1925	50481	28150
1926	50506	28123
1927	50531	28096
1928	50555	28068
1929	50578	28041
1930	50601	28013
1931	50624	27984
1932	50658	27962
1933	50689	27939
1934	50716	27913
1935	50743	27887
1936	50768	27861
1937	50794	27834
1938	50818	27807
1939	50843	27780
1940	50867	27752
1941	50892	27726
1942	50918	27699
1943	50944	27673
1944	50972	27648
1945	50998	27622
1946	51027	27597
1947	51058	27573
1948	51084	27547
1949	51108	27519
1950	51132	27492
1951	51158	27466
1952	51193	27444
1953	51219	27418
1954	51243	27391
1955	51374	27420
1956	51702	27555
1957	51835	27585
1958	51957	27609
1959	52194	27694
1960	52401	27764
1961	52610	27833
1962	52755	27869
1963	52912	27911
1964	53212	28027
1965	53375	28072
1966	53538	28116
1967	53636	28126
1968	53672	28103
1969	53703	28078
1970	53736	28054
1971	53769	28029
1972	53799	28003
1973	53827	27977
1974	53858	27951
1975	53889	27926
1976	53936	27909
1977	53971	27886
1978	54003	27861
1979	54049	27843
1980	54081	27818
1981	54108	27791
1982	54139	27765
1983	54170	27740
1984	54202	27715
1985	54231	27689
1986	54262	27663
1987	54292	27637
1988	54323	27612
1989	54354	27586
1990	54386	27561
1991	54417	27536
1992	54445	27509
1993	54475	27483
1994	54503	27456
1995	54533	27430
1996	54562	27404
1997	54593	27378
1998	54622	27352
1999	54651	27325
2000	54681	27299
2001	54711	27273
2002	54741	27247
2003	54770	27221
2004	54817	27203
2005	54847	27177
2006	54877	27151
2007	54908	27125
2008	54938	27099
2009	54969	27074
2010	55000	27048
2011	55029	27022
2012	55058	26996
2013	55090	26970
2014	55119	26944
2015	55149	26918
2016	55177	26891
2017	55201	26862
2018	55225	26833
2019	55248	26803
2020	55272	26774
2021	55296	26745
2022	55319	26716
2023	55343	26687
2024	55369	26659
2025	55394	26631
2026	55417	26601
2027	55439	26571
2028	55461	26541
2029	55487	26513
2030	55512	26485
2031	55537	26456
2032	55563	26429
2033	55592	26402
2034	55618	26374
2035	55645	26346
2036	55671	26318
2037	55698	26291
2038	55723	26263
2039	55753	26237
2040	55781	26210
2041	55808	26182
2042	55832	26153
2043	55856	26124
2044	55880	26095
2045	55904	26067
2046	55929	26038
2047	55954	26010
2048	55979	25981
2049	56004	25953
2050	56028	25924
2051	56056	25897
2052	56082	25869
2053	56107	25841
2054	56132	25812
2055	56157	25784
2056	56180	25755
2057	56207	25727
2058	56232	25699
2059	56257	25671
2060	56282	25642
2061	56305	25613
2062	56331	25585
2063	56355	25556
2064	56378	25527
2065	56403	25499
2066	56428	25470
2067	56452	25441
2068	56475	25412
2069	56497	25383
2070	56520	25353
2071	56545	25325
2072	56569	25296
2073	56594	25268
2074	56620	25240
2075	56645	25212
2076	56670	25183
2077	56693	25154
2078	56716	25125
2079	56741	25097
2080	56765	25068
2081	56788	25039
2082	56814	25011
2083	56838	24982
2084	56861	24953
2085	56884	24924
2086	56906	24894
2087	56929	24865
2088	56953	24836
2089	56982	24810
2090	57012	24784
2091	57039	24757
2092	57064	24728
2093	57088	24700
2094	57112	24671
2095	57136	24643
2096	57160	24614
2097	57187	24586
2098	57215	24559
2099	57257	24538
2100	57282	24510
2101	57308	24482
2102	57333	24454
2103	57358	24426
2104	57383	24398
2105	57409	24370
2106	57435	24342
2107	57460	24314
2108	57485	24286
2109	57509	24257
2110	57533	24228
2111	57556	24199
2112	57582	24171
2113	57606	24143
2114	57634	24116
2115	57658	24088
2116	57683	24059
2117	57710	24032
2118	57734	24003
2119	57761	23976
2120	57788	23948
2121	57812	23920
2122	57839	23893
2123	57864	23865
2124	57891	23837
2125	57917	23809
2126	57939	23780
2127	57963	23752
2128	57989	23724
2129	58014	23695
2130	58043	23669
2131	58068	23641
2132	58092	23612
2133	58117	23584
2134	58141	23556
2135	58163	23526
2136	58188	23498
2137	58215	23471
2138	58248	23446
2139	58274	23418
2140	58302	23391
2141	58333	23366
2142	58359	23338
2143	58385	23310
2144	58410	23282
2145	58437	23255
2146	58505	23244
2147	58539	23219
2148	58564	23191
2149	58589	23163
2150	58615	23135
2151	58642	23108
2152	58670	23081
2153	58697	23054
2154	58744	23034
2155	58770	23006
2156	58795	22978
2157	58819	22950
2158	58845	22922
2159	58872	22894
2160	58897	22866
2161	58924	22839
2162	58949	22811
2163	58976	22783
2164	59002	22756
2165	59025	22727
2166	59052	22699
2167	59079	22672
2168	59104	22644
2169	59127	22615
2170	59150	22586
2171	59174	22558
2172	59199	22530
2173	59222	22501
2174	59246	22472
2175	59270	22444
2176	59297	22416
2177	59323	22389
2178	59347	22360
2179	59371	22332
2180	59397	22304
2181	59422	22276
2182	59446	22248
2183	59470	22219
2184	59498	22192
2185	59524	22165
2186	59551	22137
2187	59578	22110
2188	59603	22082
2189	59629	22054
2190	59655	22027
2191	59681	21999
2192	59708	21972
2193	59735	21944
2194	59759	21916
2195	59786	21889
2196	59815	21862
2197	59841	21834
2198	59868	21807
2199	59896	21780
2200	59922	21752
2201	59971	21733
2202	59998	21706
2203	60022	21677
2204	60047	21649
2205	60077	21623
2206	60104	21596
2207	60131	21568
2208	60157	21541
2209	60185	21514
2210	60210	21486
2211	60236	21458
2212	60264	21431
2213	60332	21418
2214	60360	21391
2215	60388	21364
2216	60414	21337
2217	60440	21309
2218	60464	21281
2219	60488	21252
2220	60511	21223
2221	60536	21196
2222	60561	21167
2223	60587	21140
2224	60612	21112
2225	60637	21084
2226	60662	21056
2227	60687	21028
2228	60712	21000
2229	60736	20971
2230	60763	20944
2231	60788	20916
2232	60815	20889
2233	60840	20861
2234	60871	20835
2235	60899	20808
2236	60925	20780
2237	60952	20753
2238	60979	20725
2239	61006	20698
2240	61032	20670
2241	61057	20642
2242	61083	20615
2243	61109	20587
2244	61134	20559
2245	61159	20531
2246	61183	20503
2247	61224	20480
2248	61249	20452
2249	61274	20424
2250	61306	20399
2251	61332	20371
2252	61357	20343
2253	61382	20315
2254	61407	20287
2255	61437	20261
2256	61463	20233
2257	61489	20206
2258	61515	20178
2259	61541	20150
2260	61565	20122
2261	61589	20094
2262	61615	20066
2263	61641	20038
2264	61665	20010
2265	61691	19983
2266	61716	19955
2267	61742	19927
2268	61767	19899
2269	61793	19871
2270	61823	19845
2271	61851	19818
2272	61879	19791
2273	61906	19764
2274	61934	19737
2275	61961	19710
2276	61987	19682
2277	62016	19655
2278	62043	19628
2279	62071	19601
2280	62097	19573
2281	62124	19546
2282	62149	19518
2283	62177	19491
2284	62202	19463
2285	62225	19435
2286	62249	19407
2287	62272	19378
2288	62297	19350
2289	62325	19323
2290	62353	19296
2291	62379	19269
2292	62407	19241
2293	62432	19214
2294	62458	19186
2295	62483	19158
2296	62506	19130
2297	62532	19102
2298	62557	19074
2299	62582	19046
2300	62608	19019
2301	62631	18990
2302	62655	18962
2303	62679	18934
2304	62709	18908
2305	62737	18881
2306	62765	18854
2307	62793	18827
2308	62821	18800
2309	62848	18773
2310	62875	18745
2311	62903	18718
2312	62932	18692
2313	62961	18665
2314	62990	18638
2315	63017	18611
2316	63045	18584
2317	63072	18557
2318	63098	18529
2319	63121	18501
2320	63149	18474
2321	63174	18446
2322	63200	18418
2323	63227	18391
2324	63254	18364
2325	63280	18336
2326	63307	18309
2327	63334	18282
2328	63360	18254
2329	63389	18227
2330	63416	18200
2331	63441	18172
2332	63467	18145
2333	63491	18117
2334	63517	18089
2335	63543	18062
2336	63570	18034
2337	63596	18007
2338	63621	17979
2339	63646	17951
2340	63674	17924
2341	63700	17897
2342	63724	17869
2343	63750	17841
2344	63775	17813
2345	63801	17786
2346	63833	17760
2347	63858	17732
2348	63885	17705
2349	63913	17678
2350	63941	17651
2351	63967	17623
2352	63991	17595
2353	64020	17568
2354	64046	17541
2355	64071	17513
2356	64102	17487
2357	64130	17460
2358	64156	17433
2359	64184	17405
2360	64208	17377
2361	64232	17349
2362	64258	17322
2363	64284	17294
2364	64308	17266
2365	64334	17239
2366	64359	17211
2367	64386	17184
2368	64411	17156
2369	64438	17129
2370	64464	17101
2371	64490	17074
2372	64516	17046
2373	64556	17023
2374	64582	16995
2375	64607	16967
2376	64634	16940
2377	64659	16912
2378	64700	16889
2379	64727	16861
2380	64754	16834
2381	64780	16806
2382	64806	16779
2383	64832	16751
2384	64857	16724
2385	64882	16696
2386	64907	16668
2387	64932	16641
2388	64958	16613
2389	64984	16585
2390	65010	16558
2391	65037	16531
2392	65061	16503
2393	65085	16475
2394	65110	16447
2395	65135	16419
2396	65160	16392
2397	65186	16364
2398	65213	16337
2399	65238	16309
2400	65264	16282
2401	65289	16254
2402	65316	16227
2403	65340	16199
2404	65368	16172
2405	65393	16144
2406	65420	16117
2407	65445	16089
2408	65470	16061
2409	65494	16033
2410	65518	16006
2411	65543	15978
2412	65570	15951
2413	65599	15924
2414	65627	15897
2415	65655	15870
2416	65683	15843
2417	65712	15816
2418	65742	15790
2419	65773	15763
2420	65803	15737
2421	65835	15711
2422	65865	15684
2423	65892	15657
2424	65921	15630
2425	65948	15603
2426	65978	15577
2427	66005	15549
2428	66032	15522
2429	66058	15495
2430	66083	15467
2431	66109	15440
2432	66134	15412
2433	66159	15384
2434	66185	15357
2435	66209	15329
2436	66236	15302
2437	66265	15275
2438	66291	15247
2439	66316	15220
2440	66341	15192
2441	66365	15164
2442	66391	15137
2443	66417	15109
2444	66446	15082
2445	66473	15055
2446	66501	15028
2447	66528	15001
2448	66554	14973
2449	66580	14946
2450	66609	14919
2451	66637	14892
2452	66662	14865
2453	66689	14838
2454	66717	14811
2455	66758	14786
2456	66787	14760
2457	66818	14733
2458	66848	14707
2459	66875	14680
2460	66901	14652
2461	66928	14625
2462	66956	14598
2463	66982	14570
2464	67007	14543
2465	67032	14515
2466	67059	14488
2467	67085	14460
2468	67113	14433
2469	67139	14406
2470	67167	14379
2471	67193	14352
2472	67219	14324
2473	67245	14297
2474	67271	14269
2475	67314	14245
2476	67343	14219
2477	67372	14192
2478	67399	14165
2479	67427	14138
2480	67455	14110
2481	67481	14083
2482	67524	14059
2483	67552	14032
2484	67579	14005
2485	67606	13978
2486	67631	13950
2487	67663	13924
2488	67691	13897
2489	67725	13871
2490	67752	13844
2491	67781	13817
2492	67808	13790
2493	67836	13763
2494	67862	13735
2495	67906	13711
2496	67935	13684
2497	67962	13657
2498	67993	13631
2499	68020	13604
2500	68048	13577
2501	68074	13549
2502	68103	13522
2503	68131	13495
2504	68191	13474
2505	68221	13448
2506	68254	13422
2507	68290	13396
2508	68324	13370
2509	68353	13344
2510	68382	13316
2511	68408	13289
2512	68435	13262
2513	68464	13235
2514	68492	13208
2515	68522	13181
2516	68559	13156
2517	68607	13132
2518	68656	13109
2519	68701	13086
2520	68733	13059
2521	68761	13032
2522	68799	13007
2523	68829	12980
2524	68859	12953
2525	68888	12926
2526	68915	12899
2527	68942	12872
2528	68972	12845
2529	68999	12818
2530	69030	12791
2531	69056	12764
2532	69085	12737
2533	69117	12710
2534	69146	12683
2535	69175	12656
2536	69203	12629
2537	69229	12602
2538	69258	12575
2539	69286	12548
2540	69317	12521
2541	69348	12494
2542	69377	12467
2543	69527	12462
2544	69797	12478
2545	69957	12474
2546	70123	12471
2547	70385	12486
2548	70456	12465
2549	70508	12442
2550	70553	12418
2551	70600	12393
2552	70640	12368
2553	70679	12342
2554	70710	12315
2555	70739	12288
2556	70769	12260
2557	70800	12233
2558	70829	12206
2559	70861	12179
2560	70892	12152
2561	70921	12124
2562	70950	12097
2563	70979	12069
2564	71012	12042
2565	71041	12015
2566	71071	11988
2567	71100	11960
2568	71127	11933
2569	71155	11905
2570	71183	11877
2571	71211	11850
2572	71242	11822
2573	71272	11795
2574	71302	11768
2575	71333	11741
2576	71362	11713
2577	71390	11686
2578	71420	11658
2579	71449	11631
2580	71493	11606
2581	71522	11578
2582	71548	11550
2583	71575	11522
2584	71601	11495
2585	71628	11467
2586	71655	11439
2587	71683	11411
2588	71710	11383
2589	71734	11355
2590	71759	11327
2591	71785	11299
2592	71812	11271
2593	71845	11244
2594	71874	11217
2595	71903	11189
2596	71931	11162
2597	71957	11134
2598	71983	11106
2599	72010	11078
2600	72038	11050
2601	72065	11023
2602	72091	10995
2603	72118	10967
2604	72144	10939
2605	72170	10911
2606	72196	10883
2607	72222	10855
2608	72251	10828
2609	72280	10800
2610	72307	10772
2611	72335	10745
2612	72360	10716
2613	72385	10688
2614	72412	10661
2615	72438	10633
2616	72466	10605
2617	72493	10577
2618	72520	10549
2619	72547	10522
2620	72571	10493
2621	72597	10466
2622	72624	10438
2623	72650	10410
2624	72678	10382
2625	72704	10354
2626	72732	10327
2627	72759	10299
2628	72786	10271
2629	72813	10243
2630	72840	10215
2631	72869	10188
2632	72899	10161
2633	72927	10133
2634	72954	10105
2635	72984	10078
2636	73013	10050
2637	73043	10023
2638	73069	9995
2639	73095	9967
2640	73122	9939
2641	73146	9911
2642	73171	9883
2643	73197	9855
2644	73222	9827
2645	73247	9799
2646	73273	9771
2647	73297	9743
2648	73325	9715
2649	73351	9687
2650	73378	9660
2651	73404	9632
2652	73433	9604
2653	73461	9577
2654	73487	9549
2655	73515	9521
2656	73545	9494
2657	73572	9466
2658	73600	9438
2659	73629	9411
2660	73657	9383
2661	73684	9355
2662	73727	9330
2663	73758	9302
2664	73784	9275
2665	73811	9247
2666	73841	9219
2667	73869	9192
2668	73898	9164
2669	73923	9136
2670	73951	9108
2671	73979	9081
2672	74005	9053
2673	74030	9025
2674	74057	8997
2675	74084	8969
2676	74110	8941
2677	74134	8913
2678	74161	8886
2679	74185	8858
2680	74211	8830
2681	74236	8802
2682	74262	8774
2683	74290	8746
2684	74315	8718
2685	74342	8690
2686	74369	8663
2687	74393	8635
2688	74418	8606
2689	74444	8579
2690	74471	8551
2691	74498	8523
2692	74524	8495
2693	74558	8468
2694	74584	8440
2695	74611	8413
2696	74643	8385
2697	74671	8358
2698	74698	8330
2699	74724	8302
2700	74752	8275
2701	74791	8248
2702	74818	8220
2703	74849	8193
2704	74893	8167
2705	74922	8140
2706	74948	8112
2707	74978	8084
2708	75004	8056
2709	75031	8029
2710	75058	8001
2711	75085	7973
2712	75111	7945
2713	75139	7918
2714	75171	7890
2715	75200	7863
2716	75227	7835
2717	75253	7807
2718	75279	7779
2719	75306	7752
2720	75336	7724
2721	75366	7697
2722	75398	7669
2723	75428	7642
2724	75456	7614
2725	75482	7586
2726	75509	7559
2727	75535	7531
2728	75561	7503
2729	75586	7475
2730	75614	7447
2731	75642	7420
2732	75672	7392
2733	75699	7365
2734	75726	7337
2735	75754	7309
2736	75781	7281
2737	75807	7254
2738	75833	7226
2739	75862	7198
2740	75892	7171
2741	75920	7143
2742	75946	7115
2743	75975	7088
2744	76000	7060
2745	76023	7032
2746	76047	7004
2747	76074	6976
2748	76100	6948
2749	76126	6920
2750	76154	6892
2751	76182	6865
2752	76212	6837
2753	76239	6810
2754	76266	6782
2755	76292	6754
2756	76317	6726
2757	76347	6699
2758	76376	6671
2759	76404	6643
2760	76430	6616
2761	76457	6588
2762	76485	6560
2763	76513	6532
2764	76540	6505
2765	76568	6477
2766	76595	6449
2767	76621	6422
2768	76648	6394
2769	76673	6366
2770	76699	6338
2771	76726	6310
2772	76753	6283
2773	76779	6255
2774	76805	6227
2775	76834	6199
2776	76861	6172
2777	76886	6144
2778	76913	6116
2779	76939	6088
2780	76966	6061
2781	76991	6033
2782	77018	6005
2783	77043	5977
2784	77068	5949
2785	77093	5921
2786	77119	5893
2787	77148	5866
2788	77175	5838
2789	77199	5810
2790	77228	5783
2791	77253	5755
2792	77279	5727
2793	77304	5699
2794	77330	5671
2795	77354	5643
2796	77412	5618
2797	77444	5591
2798	77474	5563
2799	77508	5536
2800	77537	5508
2801	77565	5481
2802	77591	5453
2803	77616	5425
2804	77641	5397
2805	77665	5369
2806	77690	5341
2807	77720	5314
2808	77747	5286
2809	77772	5258
2810	77806	5231
2811	77835	5203
2812	77867	5176
2813	77895	5148
2814	77922	5121
2815	77948	5093
2816	77974	5065
2817	78001	5037
2818	78027	5009
2819	78052	4982
2820	78077	4954
2821	78105	4926
2822	78131	4898
2823	78156	4870
2824	78183	4843
2825	78210	4815
2826	78237	4787
2827	78267	4760
2828	78293	4732
2829	78320	4704
2830	78348	4677
2831	78376	4649
2832	78403	4621
2833	78432	4594
2834	78458	4566
2835	78496	4539
2836	78524	4511
2837	78552	4483
2838	78578	4456
2839	78603	4428
2840	78628	4400
2841	78652	4372
2842	78677	4344
2843	78701	4316
2844	78728	4289
2845	78757	4261
2846	78783	4233
2847	78808	4206
2848	78832	4178
2849	78856	4150
2850	78879	4122
2851	78904	4094
2852	78928	4066
2853	78952	4038
2854	78977	4011
2855	79001	3983
2856	79027	3955
2857	79053	3927
2858	79076	3899
2859	79099	3872
2860	79122	3844
2861	79147	3816
2862	79171	3788
2863	79193	3760
2864	79218	3732
2865	79243	3705
2866	79265	3677
2867	79289	3649
2868	79313	3621
2869	79338	3593
2870	79363	3565
2871	79387	3538
2872	79411	3510
2873	79437	3482
2874	79465	3455
2875	79490	3427
2876	79515	3399
2877	79541	3371
2878	79567	3344
2879	79591	3316
2880	79615	3288
2881	79642	3260
2882	79667	3233
2883	79694	3205
2884	79720	3177
2885	79746	3150
2886	79772	3122
2887	79798	3094
2888	79831	3067
2889	79859	3039
2890	79884	3011
2891	79909	2984
2892	79934	2956
2893	79957	2928
2894	79980	2900
2895	80006	2873
2896	80031	2845
2897	80056	2817
2898	80080	2789
2899	80105	2762
2900	80131	2734
2901	80156	2706
2902	80182	2679
2903	80208	2651
2904	80233	2623
2905	80260	2596
2906	80286	2568
2907	80310	2540
2908	80334	2513
2909	80359	2485
2910	80383	2457
2911	80408	2429
2912	80432	2402
2913	80458	2374
2914	80481	2346
2915	80503	2319
2916	80526	2291
2917	80551	2263
2918	80575	2235
2919	80601	2208
2920	80625	2180
2921	80650	2152
2922	80691	2125
2923	80716	2097
2924	80740	2070
2925	80765	2042
2926	80790	2014
2927	80814	1987
2928	80837	1959
2929	80862	1931
2930	80887	1904
2931	80912	1876
2932	80937	1848
2933	80961	1821
2934	80988	1793
2935	81013	1765
2936	81037	1738
2937	81062	1710
2938	81086	1682
2939	81110	1655
2940	81133	1627
2941	81158	1599
2942	81182	1572
2943	81206	1544
2944	81232	1517
2945	81257	1489
2946	81282	1461
2947	81307	1434
2948	81330	1406
2949	81356	1378
2950	81379	1351
2951	81402	1323
2952	81431	1296
2953	81455	1268
2954	81480	1240
2955	81505	1213
2956	81528	1185
2957	81552	1157
2958	81576	1130
2959	81615	1102
2960	81640	1075
2961	81665	1047
2962	81692	1020
2963	81719	992
2964	81745	964
2965	81771	937
2966	81800	909
2967	81826	882
2968	81853	854
2969	81879	827
2970	81905	799
2971	81931	771
2972	82009	744
2973	82038	717
2974	82062	689
2975	82085	661
2976	82111	634
2977	82141	606
2978	82170	579
2979	82195	551
2980	82223	524
2981	82250	496
2982	82287	468
2983	82333	441
2984	82358	413
2985	82383	386
2986	82409	358
2987	82432	331
2988	82456	303
2989	82483	275
2990	82508	248
2991	82533	220
2992	82556	193
2993	82580	165
2994	82604	137
2995	82628	110
2996	82653	82
2997	82678	55
2998	82702	27
2999	82729	0
